datetime,solarenergy
7/25/2018,30
7/26/2018,30
7/27/2018,30
7/28/2018,29
7/29/2018,28
7/30/2018,29
7/31/2018,23
8/1/2018,29
8/2/2018,28
8/3/2018,28
8/4/2018,29
8/5/2018,29
8/6/2018,28
8/7/2018,27
8/8/2018,28
8/9/2018,28
8/10/2018,27
8/11/2018,25
8/12/2018,26
8/13/2018,27
8/14/2018,27
8/15/2018,27
8/16/2018,27
8/17/2018,27
8/18/2018,27
8/19/2018,27
8/20/2018,23
8/21/2018,26
8/22/2018,27
8/23/2018,26
8/24/2018,26
8/25/2018,25
8/26/2018,26
8/27/2018,26
8/28/2018,25
8/29/2018,25
8/30/2018,26
8/31/2018,26
9/1/2018,25
9/2/2018,25
9/3/2018,25
9/4/2018,24
9/5/2018,24
9/6/2018,23
9/7/2018,23
9/8/2018,24
9/9/2018,22
9/10/2018,20
9/11/2018,23
9/12/2018,21
9/13/2018,23
9/14/2018,22
9/15/2018,21
9/16/2018,21
9/17/2018,20
9/18/2018,20
9/19/2018,19
9/20/2018,13
9/21/2018,20
9/22/2018,20
9/23/2018,20
9/24/2018,21
9/25/2018,21
9/26/2018,10
9/27/2018,14
9/28/2018,18
9/29/2018,20
9/30/2018,19
10/1/2018,19
10/2/2018,19
10/3/2018,19
10/4/2018,18
10/5/2018,15
10/6/2018,17
10/7/2018,6
10/8/2018,5
10/9/2018,9
10/10/2018,15
10/11/2018,15
10/12/2018,16
10/13/2018,12
10/14/2018,8
10/15/2018,5
10/16/2018,5
10/17/2018,17
10/18/2018,13
10/19/2018,9
10/20/2018,12
10/21/2018,16
10/22/2018,15
10/23/2018,13
10/24/2018,14
10/25/2018,12
10/26/2018,11
10/27/2018,9
10/28/2018,4
10/29/2018,6
10/30/2018,7
10/31/2018,4
11/1/2018,9
11/2/2018,14
11/3/2018,13
11/4/2018,12
11/5/2018,13
11/6/2018,7
11/7/2018,4
11/8/2018,12
11/9/2018,12
11/10/2018,10
11/11/2018,11
11/12/2018,5
11/13/2018,12
11/14/2018,11
11/15/2018,12
11/16/2018,12
11/17/2018,9
11/18/2018,11
11/19/2018,8
11/20/2018,4
11/21/2018,9
11/22/2018,2
11/23/2018,3
11/24/2018,2
11/25/2018,11
11/26/2018,4
11/27/2018,4
11/28/2018,9
11/29/2018,9
11/30/2018,5
12/1/2018,10
12/2/2018,10
12/3/2018,9
12/4/2018,9
12/5/2018,9
12/6/2018,9
12/7/2018,5
12/8/2018,3
12/9/2018,2
12/10/2018,6
12/11/2018,8
12/12/2018,9
12/13/2018,9
12/14/2018,9
12/15/2018,8
12/16/2018,5
12/17/2018,5
12/18/2018,7
12/19/2018,1
12/20/2018,7
12/21/2018,9
12/22/2018,4
12/23/2018,6
12/24/2018,8
12/25/2018,8
12/26/2018,2
12/27/2018,8
12/28/2018,9
12/29/2018,5
12/30/2018,5
12/31/2018,7
1/1/2019,3
1/2/2019,7
1/3/2019,6
1/4/2019,4
1/5/2019,7
1/6/2019,9
1/7/2019,4
1/8/2019,2
1/9/2019,9
1/10/2019,6
1/11/2019,3
1/12/2019,9
1/13/2019,10
1/14/2019,6
1/15/2019,3
1/16/2019,7
1/17/2019,10
1/18/2019,3
1/19/2019,10
1/20/2019,3
1/21/2019,6
1/22/2019,10
1/23/2019,9
1/24/2019,9
1/25/2019,11
1/26/2019,11
1/27/2019,11
1/28/2019,10
1/29/2019,6
1/30/2019,6
1/31/2019,4
2/1/2019,10
2/2/2019,8
2/3/2019,11
2/4/2019,8
2/5/2019,4
2/6/2019,9
2/7/2019,13
2/8/2019,13
2/9/2019,5
2/10/2019,10
2/11/2019,6
2/12/2019,9
2/13/2019,4
2/14/2019,3
2/15/2019,12
2/16/2019,14
2/17/2019,6
2/18/2019,7
2/19/2019,13
2/20/2019,5
2/21/2019,15
2/22/2019,17
2/23/2019,16
2/24/2019,15
2/25/2019,14
2/26/2019,9
2/27/2019,12
2/28/2019,10
3/1/2019,13
3/2/2019,8
3/3/2019,17
3/4/2019,10
3/5/2019,16
3/6/2019,16
3/7/2019,15
3/8/2019,13
3/9/2019,12
3/10/2019,17
3/11/2019,18
3/12/2019,18
3/13/2019,17
3/14/2019,19
3/15/2019,18
3/16/2019,17
3/17/2019,13
3/18/2019,18
3/19/2019,11
3/20/2019,11
3/21/2019,16
3/22/2019,14
3/23/2019,7
3/24/2019,19
3/25/2019,21
3/26/2019,16
3/27/2019,9
3/28/2019,18
3/29/2019,10
3/30/2019,22
3/31/2019,17
4/1/2019,22
4/2/2019,22
4/3/2019,11
4/4/2019,21
4/5/2019,18
4/6/2019,17
4/7/2019,23
4/8/2019,15
4/9/2019,8
4/10/2019,20
4/11/2019,19
4/12/2019,25
4/13/2019,25
4/14/2019,25
4/15/2019,11
4/16/2019,8
4/17/2019,23
4/18/2019,24
4/19/2019,9
4/20/2019,18
4/21/2019,9
4/22/2019,21
4/23/2019,16
4/24/2019,7
4/25/2019,22
4/26/2019,24
4/27/2019,27
4/28/2019,27
4/29/2019,22
4/30/2019,25
5/1/2019,24
5/2/2019,28
5/3/2019,30
5/4/2019,30
5/5/2019,30
5/6/2019,30
5/7/2019,29
5/8/2019,29
5/9/2019,29
5/10/2019,30
5/11/2019,29
5/12/2019,29
5/13/2019,29
5/14/2019,29
5/15/2019,30
5/16/2019,22
5/17/2019,18
5/18/2019,16
5/19/2019,19
5/20/2019,30
5/21/2019,21
5/22/2019,25
5/23/2019,30
5/24/2019,17
5/25/2019,15
5/26/2019,30
5/27/2019,31
5/28/2019,31
5/29/2019,31
5/30/2019,22
5/31/2019,25
6/1/2019,21
6/2/2019,17
6/3/2019,21
6/4/2019,23
6/5/2019,28
6/6/2019,16
6/7/2019,30
6/8/2019,28
6/9/2019,25
6/10/2019,31
6/11/2019,30
6/12/2019,31
6/13/2019,32
6/14/2019,32
6/15/2019,22
6/16/2019,32
6/17/2019,31
6/18/2019,30
6/19/2019,28
6/20/2019,32
6/21/2019,31
6/22/2019,31
6/23/2019,32
6/24/2019,31
6/25/2019,31
6/26/2019,29
6/27/2019,30
6/28/2019,27
6/29/2019,16
6/30/2019,25
7/1/2019,31
7/2/2019,29
7/3/2019,26
7/4/2019,31
7/5/2019,31
7/6/2019,29
7/7/2019,30
7/8/2019,30
7/9/2019,30
7/10/2019,31
7/11/2019,31
7/12/2019,30
7/13/2019,31
7/14/2019,30
7/15/2019,31
7/16/2019,31
7/17/2019,31
7/18/2019,30
7/19/2019,31
7/20/2019,30
7/21/2019,29
7/22/2019,29
7/23/2019,30
7/24/2019,29
7/25/2019,30
7/26/2019,30
7/27/2019,29
7/28/2019,29
7/29/2019,27
7/30/2019,28
7/31/2019,27
8/1/2019,28
8/2/2019,28
8/3/2019,28
8/4/2019,27
8/5/2019,29
8/6/2019,28
8/7/2019,28
8/8/2019,28
8/9/2019,28
8/10/2019,29
8/11/2019,28
8/12/2019,28
8/13/2019,24
8/14/2019,24
8/15/2019,26
8/16/2019,26
8/17/2019,27
8/18/2019,27
8/19/2019,27
8/20/2019,26
8/21/2019,26
8/22/2019,26
8/23/2019,26
8/24/2019,26
8/25/2019,25
8/26/2019,26
8/27/2019,26
8/28/2019,25
8/29/2019,21
8/30/2019,24
8/31/2019,25
9/1/2019,15
9/2/2019,24
9/3/2019,25
9/4/2019,23
9/5/2019,22
9/6/2019,21
9/7/2019,25
9/8/2019,14
9/9/2019,12
9/10/2019,23
9/11/2019,24
9/12/2019,23
9/13/2019,21
9/14/2019,20
9/15/2019,21
9/16/2019,19
9/17/2019,22
9/18/2019,21
9/19/2019,21
9/20/2019,21
9/21/2019,21
9/22/2019,21
9/23/2019,18
9/24/2019,19
9/25/2019,18
9/26/2019,19
9/27/2019,18
9/28/2019,16
9/29/2019,12
9/30/2019,19
10/1/2019,19
10/2/2019,19
10/3/2019,17
10/4/2019,16
10/5/2019,16
10/6/2019,15
10/7/2019,16
10/8/2019,17
10/9/2019,17
10/10/2019,16
10/11/2019,13
10/12/2019,17
10/13/2019,17
10/14/2019,15
10/15/2019,15
10/16/2019,17
10/17/2019,13
10/18/2019,16
10/19/2019,16
10/20/2019,15
10/21/2019,15
10/22/2019,15
10/23/2019,14
10/24/2019,14
10/25/2019,14
10/26/2019,12
10/27/2019,6
10/28/2019,14
10/29/2019,13
10/30/2019,7
10/31/2019,11
11/1/2019,7
11/2/2019,12
11/3/2019,11
11/4/2019,9
11/5/2019,12
11/6/2019,12
11/7/2019,12
11/8/2019,12
11/9/2019,12
11/10/2019,12
11/11/2019,12
11/12/2019,12
11/13/2019,11
11/14/2019,10
11/15/2019,9
11/16/2019,10
11/17/2019,9
11/18/2019,10
11/19/2019,9
11/20/2019,8
11/21/2019,7
11/22/2019,3
11/23/2019,5
11/24/2019,4
11/25/2019,10
11/26/2019,10
11/27/2019,9
11/28/2019,10
11/29/2019,10
11/30/2019,10
12/1/2019,7
12/2/2019,9
12/3/2019,7
12/4/2019,5
12/5/2019,5
12/6/2019,3
12/7/2019,8
12/8/2019,7
12/9/2019,6
12/10/2019,7
12/11/2019,5
12/12/2019,3
12/13/2019,6
12/14/2019,7
12/15/2019,9
12/16/2019,9
12/17/2019,8
12/18/2019,2
12/19/2019,2
12/20/2019,4
12/21/2019,2
12/22/2019,6
12/23/2019,6
12/24/2019,9
12/25/2019,9
12/26/2019,9
12/27/2019,8
12/28/2019,4
12/29/2019,4
12/30/2019,3
12/31/2019,5
1/1/2020,9
1/2/2020,5
1/3/2020,2
1/4/2020,5
1/5/2020,6
1/6/2020,3
1/7/2020,3
1/8/2020,6
1/9/2020,6
1/10/2020,4
1/11/2020,3
1/12/2020,3
1/13/2020,6
1/14/2020,8
1/15/2020,9
1/16/2020,7
1/17/2020,10
1/18/2020,11
1/19/2020,5
1/20/2020,9
1/21/2020,5
1/22/2020,5
1/23/2020,11
1/24/2020,3
1/25/2020,5
1/26/2020,11
1/27/2020,5
1/28/2020,8
1/29/2020,12
1/30/2020,12
1/31/2020,11
2/1/2020,11
2/2/2020,11
2/3/2020,3
2/4/2020,12
2/5/2020,9
2/6/2020,8
2/7/2020,11
2/8/2020,13
2/9/2020,5
2/10/2020,6
2/11/2020,6
2/12/2020,10
2/13/2020,14
2/14/2020,10
2/15/2020,7
2/16/2020,13
2/17/2020,12
2/18/2020,7
2/19/2020,16
2/20/2020,16
2/21/2020,15
2/22/2020,7
2/23/2020,12
2/24/2020,8
2/25/2020,15
2/26/2020,10
2/27/2020,7
2/28/2020,17
2/29/2020,17
3/1/2020,16
3/2/2020,16
3/3/2020,11
3/4/2020,16
3/5/2020,9
3/6/2020,14
3/7/2020,18
3/8/2020,18
3/9/2020,17
3/10/2020,16
3/11/2020,18
3/12/2020,18
3/13/2020,18
3/14/2020,19
3/15/2020,19
3/16/2020,13
3/17/2020,13
3/18/2020,17
3/19/2020,20
3/20/2020,20
3/21/2020,8
3/22/2020,20
3/23/2020,16
3/24/2020,15
3/25/2020,17
3/26/2020,20
3/27/2020,14
3/28/2020,21
3/29/2020,23
3/30/2020,13
3/31/2020,9
4/1/2020,13
4/2/2020,22
4/3/2020,21
4/4/2020,20
4/5/2020,15
4/6/2020,22
4/7/2020,14
4/8/2020,8
4/9/2020,15
4/10/2020,22
4/11/2020,11
4/12/2020,6
4/13/2020,14
4/14/2020,18
4/15/2020,14
4/16/2020,26
4/17/2020,27
4/18/2020,27
4/19/2020,26
4/20/2020,26
4/21/2020,27
4/22/2020,27
4/23/2020,24
4/24/2020,20
4/25/2020,18
4/26/2020,26
4/27/2020,26
4/28/2020,9
4/29/2020,16
4/30/2020,26
5/1/2020,18
5/2/2020,19
5/3/2020,25
5/4/2020,25
5/5/2020,7
5/6/2020,22
5/7/2020,28
5/8/2020,21
5/9/2020,14
5/10/2020,29
5/11/2020,27
5/12/2020,26
5/13/2020,20
5/14/2020,13
5/15/2020,27
5/16/2020,14
5/17/2020,27
5/18/2020,14
5/19/2020,24
5/20/2020,30
5/21/2020,30
5/22/2020,30
5/23/2020,31
5/24/2020,31
5/25/2020,31
5/26/2020,30
5/27/2020,28
5/28/2020,30
5/29/2020,31
5/30/2020,31
5/31/2020,29
6/1/2020,25
6/2/2020,30
6/3/2020,31
6/4/2020,31
6/5/2020,27
6/6/2020,32
6/7/2020,30
6/8/2020,24
6/9/2020,30
6/10/2020,31
6/11/2020,31
6/12/2020,30
6/13/2020,31
6/14/2020,29
6/15/2020,31
6/16/2020,30
6/17/2020,31
6/18/2020,32
6/19/2020,33
6/20/2020,32
6/21/2020,33
6/22/2020,27
6/23/2020,26
6/24/2020,31
6/25/2020,32
6/26/2020,22
6/27/2020,31
6/28/2020,31
6/29/2020,32
6/30/2020,25
7/1/2020,31
7/2/2020,30
7/3/2020,32
7/4/2020,32
7/5/2020,31
7/6/2020,31
7/7/2020,32
7/8/2020,23
7/9/2020,30
7/10/2020,28
7/11/2020,29
7/12/2020,29
7/13/2020,26
7/14/2020,28
7/15/2020,30
7/16/2020,30
7/17/2020,29
7/18/2020,22
7/19/2020,30
7/20/2020,29
7/21/2020,30
7/22/2020,29
7/23/2020,24
7/24/2020,26
7/25/2020,28
7/26/2020,28
7/27/2020,30
7/28/2020,28
7/29/2020,29
7/30/2020,27
7/31/2020,27
8/1/2020,26
8/2/2020,27
8/3/2020,29
8/4/2020,29
8/5/2020,28
8/6/2020,27
8/7/2020,27
8/8/2020,25
8/9/2020,27
8/10/2020,27
8/11/2020,23
8/12/2020,28
8/13/2020,25
8/14/2020,29
8/15/2020,28
8/16/2020,22
8/17/2020,18
8/18/2020,21
8/19/2020,27
8/20/2020,27
8/21/2020,27
8/22/2020,27
8/23/2020,26
8/24/2020,22
8/25/2020,19
8/26/2020,15
8/27/2020,24
8/28/2020,25
8/29/2020,25
8/30/2020,24
8/31/2020,18
9/1/2020,24
9/2/2020,23
9/3/2020,23
9/4/2020,24
9/5/2020,24
9/6/2020,25
9/7/2020,25
9/8/2020,24
9/9/2020,20
9/10/2020,21
9/11/2020,22
9/12/2020,22
9/13/2020,23
9/14/2020,23
9/15/2020,22
9/16/2020,21
9/17/2020,15
9/18/2020,18
9/19/2020,21
9/20/2020,22
9/21/2020,20
9/22/2020,20
9/23/2020,18
9/24/2020,20
9/25/2020,20
9/26/2020,16
9/27/2020,19
9/28/2020,17
9/29/2020,9
9/30/2020,11
10/1/2020,19
10/2/2020,18
10/3/2020,17
10/4/2020,18
10/5/2020,19
10/6/2020,18
10/7/2020,18
10/8/2020,17
10/9/2020,18
10/10/2020,16
10/11/2020,16
10/12/2020,16
10/13/2020,16
10/14/2020,14
10/15/2020,15
10/16/2020,15
10/17/2020,15
10/18/2020,16
10/19/2020,15
10/20/2020,15
10/21/2020,14
10/22/2020,10
10/23/2020,11
10/24/2020,12
10/25/2020,14
10/26/2020,12
10/27/2020,11
10/28/2020,13
10/29/2020,14
10/30/2020,13
10/31/2020,13
11/1/2020,13
11/2/2020,13
11/3/2020,13
11/4/2020,13
11/5/2020,12
11/6/2020,12
11/7/2020,9
11/8/2020,5
11/9/2020,12
11/10/2020,12
11/11/2020,4
11/12/2020,2
11/13/2020,11
11/14/2020,12
11/15/2020,11
11/16/2020,11
11/17/2020,6
11/18/2020,4
11/19/2020,8
11/20/2020,8
11/21/2020,11
11/22/2020,10
11/23/2020,10
11/24/2020,10
11/25/2020,9
11/26/2020,5
11/27/2020,3
11/28/2020,5
11/29/2020,10
11/30/2020,10
12/1/2020,8
12/2/2020,7
12/3/2020,8
12/4/2020,8
12/5/2020,9
12/6/2020,9
12/7/2020,8
12/8/2020,6
12/9/2020,9
12/10/2020,9
12/11/2020,8
12/12/2020,8
12/13/2020,8
12/14/2020,7
12/15/2020,8
12/16/2020,9
12/17/2020,9
12/18/2020,9
12/19/2020,4
12/20/2020,5
12/21/2020,9
12/22/2020,7
12/23/2020,8
12/24/2020,7
12/25/2020,4
12/26/2020,5
12/27/2020,3
12/28/2020,8
12/29/2020,8
12/30/2020,9
12/31/2020,10
1/1/2021,10
1/2/2021,10
1/3/2021,10
1/4/2021,10
1/5/2021,9
1/6/2021,8
1/7/2021,9
1/8/2021,10
1/9/2021,10
1/10/2021,10
1/11/2021,10
1/12/2021,6
1/13/2021,5
1/14/2021,9
1/15/2021,10
1/16/2021,10
1/17/2021,10
1/18/2021,5
1/19/2021,9
1/20/2021,8
1/21/2021,7
1/22/2021,4
1/23/2021,3
1/24/2021,11
1/25/2021,11
1/26/2021,12
1/27/2021,12
1/28/2021,12
1/29/2021,12
1/30/2021,10
1/31/2021,8
2/1/2021,6
2/2/2021,10
2/3/2021,12
2/4/2021,12
2/5/2021,9
2/6/2021,7
2/7/2021,4
2/8/2021,2
2/9/2021,4
2/10/2021,4
2/11/2021,13
2/12/2021,11
2/13/2021,10
2/14/2021,14
2/15/2021,15
2/16/2021,14
2/17/2021,15
2/18/2021,12
2/19/2021,3
2/20/2021,14
2/21/2021,15
2/22/2021,15
2/23/2021,10
2/24/2021,3
2/25/2021,16
2/26/2021,17
2/27/2021,10
2/28/2021,17
3/1/2021,17
3/2/2021,12
3/3/2021,10
3/4/2021,11
3/5/2021,19
3/6/2021,9
3/7/2021,9
3/8/2021,12
3/9/2021,17
3/10/2021,11
3/11/2021,19
3/12/2021,10
3/13/2021,6
3/14/2021,7
3/15/2021,10
3/16/2021,20
3/17/2021,20
3/18/2021,21
3/19/2021,19
3/20/2021,9
3/21/2021,19
3/22/2021,15
3/23/2021,10
3/24/2021,16
3/25/2021,13
3/26/2021,12
3/27/2021,14
3/28/2021,10
3/29/2021,13
3/30/2021,17
3/31/2021,15
4/1/2021,23
4/2/2021,25
4/3/2021,20
4/4/2021,8
4/5/2021,19
4/6/2021,23
4/7/2021,24
4/8/2021,25
4/9/2021,24
4/10/2021,25
4/11/2021,25
4/12/2021,25
4/13/2021,23
4/14/2021,24
4/15/2021,25
4/16/2021,24
4/17/2021,21
4/18/2021,20
4/19/2021,25
4/20/2021,15
4/21/2021,9
4/22/2021,27
4/23/2021,28
4/24/2021,22
4/25/2021,27
4/26/2021,28
4/27/2021,28
4/28/2021,27
4/29/2021,27
4/30/2021,19
5/1/2021,20
5/2/2021,28
5/3/2021,26
5/4/2021,26
5/5/2021,8
5/6/2021,11
5/7/2021,18
5/8/2021,27
5/9/2021,14
5/10/2021,10
5/11/2021,30
5/12/2021,29
5/13/2021,30
5/14/2021,30
5/15/2021,30
5/16/2021,30
5/17/2021,30
5/18/2021,29
5/19/2021,28
5/20/2021,30
5/21/2021,30
5/22/2021,27
5/23/2021,18
5/24/2021,13
5/25/2021,21
5/26/2021,26
5/27/2021,25
5/28/2021,28
5/29/2021,30
5/30/2021,30
5/31/2021,30
6/1/2021,29
6/2/2021,30
6/3/2021,29
6/4/2021,31
6/5/2021,29
6/6/2021,29
6/7/2021,29
6/8/2021,26
6/9/2021,28
6/10/2021,30
6/11/2021,30
6/12/2021,31
6/13/2021,31
6/14/2021,32
6/15/2021,31
6/16/2021,30
6/17/2021,29
6/18/2021,30
6/19/2021,30
6/20/2021,31
6/21/2021,32
6/22/2021,31
6/23/2021,32
6/24/2021,32
6/25/2021,31
6/26/2021,32
6/27/2021,32
6/28/2021,31
6/29/2021,31
6/30/2021,30
7/1/2021,28
7/2/2021,28
7/3/2021,29
7/4/2021,30
7/5/2021,30
7/6/2021,29
7/7/2021,30
7/8/2021,30
7/9/2021,27
7/10/2021,28
7/11/2021,28
7/12/2021,30
7/13/2021,28
7/14/2021,27
7/15/2021,28
7/16/2021,29
7/17/2021,30
7/18/2021,28
7/19/2021,30
7/20/2021,29
7/21/2021,29
7/22/2021,30
7/23/2021,31
7/24/2021,30
7/25/2021,30
7/26/2021,30
7/27/2021,29
7/28/2021,29
7/29/2021,29
7/30/2021,28
7/31/2021,27
8/1/2021,24
8/2/2021,24
8/3/2021,27
8/4/2021,25
8/5/2021,26
8/6/2021,27
8/7/2021,28
8/8/2021,28
8/9/2021,28
8/10/2021,29
8/11/2021,28
8/12/2021,27
8/13/2021,26
8/14/2021,27
8/15/2021,27
8/16/2021,28
8/17/2021,28
8/18/2021,27
8/19/2021,26
8/20/2021,24
8/21/2021,24
8/22/2021,24
8/23/2021,24
8/24/2021,25
8/25/2021,25
8/26/2021,25
8/27/2021,25
8/28/2021,24
8/29/2021,23
8/30/2021,24
8/31/2021,22
9/1/2021,24
9/2/2021,25
9/3/2021,25
9/4/2021,25
9/5/2021,25
9/6/2021,24
9/7/2021,24
9/8/2021,23
9/9/2021,23
9/10/2021,20
9/11/2021,23
9/12/2021,24
9/13/2021,23
9/14/2021,23
9/15/2021,22
9/16/2021,22
9/17/2021,22
9/18/2021,21
9/19/2021,20
9/20/2021,21
9/21/2021,21
9/22/2021,21
9/23/2021,21
9/24/2021,21
9/25/2021,21
9/26/2021,20
9/27/2021,17
9/28/2021,17
9/29/2021,18
9/30/2021,15
10/1/2021,18
10/2/2021,19
10/3/2021,17
10/4/2021,19
10/5/2021,15
10/6/2021,14
10/7/2021,15
10/8/2021,9
10/9/2021,10
10/10/2021,15
10/11/2021,17
10/12/2021,17
10/13/2021,17
10/14/2021,16
10/15/2021,16
10/16/2021,16
10/17/2021,15
10/18/2021,13
10/19/2021,14
10/20/2021,10
10/21/2021,4
10/22/2021,13
10/23/2021,15
10/24/2021,15
10/25/2021,15
10/26/2021,11
10/27/2021,7
10/28/2021,7
10/29/2021,9
10/30/2021,13
10/31/2021,12
11/1/2021,12
11/2/2021,13
11/3/2021,6
11/4/2021,13
11/5/2021,13
11/6/2021,13
11/7/2021,11
11/8/2021,4
11/9/2021,10
11/10/2021,11
11/11/2021,11
11/12/2021,11
11/13/2021,7
11/14/2021,6
11/15/2021,10
11/16/2021,8
11/17/2021,4
11/18/2021,10
11/19/2021,11
11/20/2021,11
11/21/2021,10
11/22/2021,7
11/23/2021,9
11/24/2021,9
11/25/2021,5
11/26/2021,9
11/27/2021,10
11/28/2021,10
11/29/2021,9
11/30/2021,8
12/1/2021,9
12/2/2021,9
12/3/2021,2
12/4/2021,4
12/5/2021,3
12/6/2021,9
12/7/2021,5
12/8/2021,9
12/9/2021,9
12/10/2021,10
12/11/2021,7
12/12/2021,5
12/13/2021,5
12/14/2021,4
12/15/2021,7
12/16/2021,9
12/17/2021,9
12/18/2021,8
12/19/2021,3
12/20/2021,8
12/21/2021,9
12/22/2021,8
12/23/2021,6
12/24/2021,8
12/25/2021,4
12/26/2021,2
12/27/2021,7
12/28/2021,9
12/29/2021,9
12/30/2021,10
12/31/2021,3
1/1/2022,3
1/2/2022,8
1/3/2022,3
1/4/2022,5
1/5/2022,7
1/6/2022,3
1/7/2022,7
1/8/2022,9
1/9/2022,10
1/10/2022,9
1/11/2022,9
1/12/2022,8
1/13/2022,4
1/14/2022,8
1/15/2022,4
1/16/2022,1
1/17/2022,2
1/18/2022,9
1/19/2022,2
1/20/2022,10
1/21/2022,11
1/22/2022,5
1/23/2022,8
1/24/2022,10
1/25/2022,11
1/26/2022,9
1/27/2022,11
1/28/2022,5
1/29/2022,4
1/30/2022,11
1/31/2022,10
2/1/2022,11
2/2/2022,6
2/3/2022,12
2/4/2022,12
2/5/2022,13
2/6/2022,1
2/7/2022,7
2/8/2022,4
2/9/2022,12
2/10/2022,13
2/11/2022,9
2/12/2022,4
2/13/2022,13
2/14/2022,5
2/15/2022,14
2/16/2022,14
2/17/2022,15
2/18/2022,15
2/19/2022,14
2/20/2022,14
2/21/2022,14
2/22/2022,11
2/23/2022,11
2/24/2022,11
2/25/2022,14
2/26/2022,15
2/27/2022,16
2/28/2022,7
3/1/2022,6
3/2/2022,13
3/3/2022,13
3/4/2022,13
3/5/2022,1
3/6/2022,10
3/7/2022,11
3/8/2022,12
3/9/2022,2
3/10/2022,11
3/11/2022,3
3/12/2022,10
3/13/2022,1
3/14/2022,3
3/15/2022,4
3/16/2022,7
3/17/2022,1
3/18/2022,4
3/19/2022,16
3/20/2022,18
3/21/2022,12
3/22/2022,11
3/23/2022,4
3/24/2022,4
3/25/2022,21
3/26/2022,7
3/27/2022,22
3/28/2022,22
3/29/2022,9
3/30/2022,23
3/31/2022,24
4/1/2022,23
4/2/2022,22
